¹Ø¿¨±àºÅ,ÄÑ¶È,ÇøÓò,½âËøµÈ¼¶,¹Ø¿¨ÀàÐÍ,¹Ø¿¨BOSS,Î»ÖÃ,Ãû³Æ,¹Ò»ú²úÖµ,¹Ò»úµôÂä,Í¨¹Ø½±Àø,,,,,,,
248,4,1,116,1,248,"""x"":677,""y"":283",É­º£É½Âö(248),"""useexp"":126,""jinbi"":61,""exp"":92,""jifen"":1","""201248"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":84924},{""a"":""attr"",""t"":""jinbi"",""n"":37454},{""a"":""attr"",""t"":""exp"",""n"":49868}",,,,,,,
249,4,1,116,1,249,"""x"":740,""y"":215",É­º£É½Âö(249),"""useexp"":126,""jinbi"":61,""exp"":92,""jifen"":1","""201249"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":85176},{""a"":""attr"",""t"":""jinbi"",""n"":37576},{""a"":""attr"",""t"":""exp"",""n"":51152}",,,,,,,
250,4,1,118,3,250,"""x"":845,""y"":224",É­º£É½Âö(250),"""useexp"":126,""jinbi"":61,""exp"":92,""jifen"":1","""201250"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":85428},{""a"":""attr"",""t"":""jinbi"",""n"":37698},{""a"":""attr"",""t"":""exp"",""n"":51152}",,,,,,,
251,4,2,118,1,251,"""x"":168,""y"":427",ºÚ°µÁúÑ¨(251),"""useexp"":129,""jinbi"":62,""exp"":94,""jifen"":1","""201251"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":87720},{""a"":""attr"",""t"":""jinbi"",""n"":38440},{""a"":""attr"",""t"":""exp"",""n"":51152}",,,,,,,
252,4,2,118,1,252,"""x"":259,""y"":347",ºÚ°µÁúÑ¨(252),"""useexp"":129,""jinbi"":62,""exp"":94,""jifen"":1","""201252"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":87978},{""a"":""attr"",""t"":""jinbi"",""n"":38564},{""a"":""attr"",""t"":""exp"",""n"":51152}",,,,,,,
253,4,2,118,1,253,"""x"":288,""y"":229",ºÚ°µÁúÑ¨(253),"""useexp"":129,""jinbi"":62,""exp"":94,""jifen"":1","""201253"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":88236},{""a"":""attr"",""t"":""jinbi"",""n"":38688},{""a"":""attr"",""t"":""exp"",""n"":53016}",,,,,,,
254,4,2,120,1,254,"""x"":405,""y"":231",ºÚ°µÁúÑ¨(254),"""useexp"":129,""jinbi"":62,""exp"":94,""jifen"":1","""201254"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":88494},{""a"":""attr"",""t"":""jinbi"",""n"":38812},{""a"":""attr"",""t"":""exp"",""n"":53016}",,,,,,,
255,4,2,120,2,255,"""x"":429,""y"":334",ºÚ°µÁúÑ¨(255),"""useexp"":129,""jinbi"":62,""exp"":94,""jifen"":1","""201255"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":88752},{""a"":""attr"",""t"":""jinbi"",""n"":38936},{""a"":""attr"",""t"":""exp"",""n"":53016}",,,,,,,
256,4,2,120,1,256,"""x"":523,""y"":439",ºÚ°µÁúÑ¨(256),"""useexp"":132,""jinbi"":63,""exp"":96,""jifen"":1","""201256"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":91080},{""a"":""attr"",""t"":""jinbi"",""n"":39690},{""a"":""attr"",""t"":""exp"",""n"":53016}",,,,,,,
257,4,2,120,1,257,"""x"":672,""y"":445",ºÚ°µÁúÑ¨(257),"""useexp"":132,""jinbi"":63,""exp"":96,""jifen"":1","""201257"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":91344},{""a"":""attr"",""t"":""jinbi"",""n"":39816},{""a"":""attr"",""t"":""exp"",""n"":54912}",,,,,,,
258,4,2,122,1,258,"""x"":786,""y"":412",ºÚ°µÁúÑ¨(258),"""useexp"":132,""jinbi"":63,""exp"":96,""jifen"":1","""201258"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":91608},{""a"":""attr"",""t"":""jinbi"",""n"":39942},{""a"":""attr"",""t"":""exp"",""n"":54912}",,,,,,,
259,4,2,122,1,259,"""x"":756,""y"":342",ºÚ°µÁúÑ¨(259),"""useexp"":132,""jinbi"":63,""exp"":96,""jifen"":1","""201259"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":91872},{""a"":""attr"",""t"":""jinbi"",""n"":40068},{""a"":""attr"",""t"":""exp"",""n"":54912}",,,,,,,
260,4,2,122,3,260,"""x"":855,""y"":256",ºÚ°µÁúÑ¨(260),"""useexp"":132,""jinbi"":63,""exp"":96,""jifen"":1","""201260"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":92136},{""a"":""attr"",""t"":""jinbi"",""n"":40194},{""a"":""attr"",""t"":""exp"",""n"":54912}",,,,,,,
261,4,3,122,1,261,"""x"":101,""y"":254",ÊØ»¤Ö®Ëþ(261),"""useexp"":135,""jinbi"":64,""exp"":98,""jifen"":1","""201261"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":94500},{""a"":""attr"",""t"":""jinbi"",""n"":40960},{""a"":""attr"",""t"":""exp"",""n"":56840}",,,,,,,
262,4,3,124,1,262,"""x"":150,""y"":329",ÊØ»¤Ö®Ëþ(262),"""useexp"":135,""jinbi"":64,""exp"":98,""jifen"":1","""201262"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":94770},{""a"":""attr"",""t"":""jinbi"",""n"":41088},{""a"":""attr"",""t"":""exp"",""n"":56840}",,,,,,,
263,4,3,124,1,263,"""x"":287,""y"":362",ÊØ»¤Ö®Ëþ(263),"""useexp"":135,""jinbi"":64,""exp"":98,""jifen"":1","""201263"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":95040},{""a"":""attr"",""t"":""jinbi"",""n"":41216},{""a"":""attr"",""t"":""exp"",""n"":56840}",,,,,,,
264,4,3,124,1,264,"""x"":366,""y"":289",ÊØ»¤Ö®Ëþ(264),"""useexp"":135,""jinbi"":64,""exp"":98,""jifen"":1","""201264"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":95310},{""a"":""attr"",""t"":""jinbi"",""n"":41344},{""a"":""attr"",""t"":""exp"",""n"":56840}",,,,,,,
265,4,3,124,2,265,"""x"":500,""y"":311",ÊØ»¤Ö®Ëþ(265),"""useexp"":135,""jinbi"":64,""exp"":98,""jifen"":1","""201265"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":95580},{""a"":""attr"",""t"":""jinbi"",""n"":41472},{""a"":""attr"",""t"":""exp"",""n"":57624}",,,,,,,
266,4,3,126,1,266,"""x"":621,""y"":379",ÊØ»¤Ö®Ëþ(266),"""useexp"":137,""jinbi"":65,""exp"":100,""jifen"":1","""201266"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":97270},{""a"":""attr"",""t"":""jinbi"",""n"":42250},{""a"":""attr"",""t"":""exp"",""n"":57624}",,,,,,,
267,4,3,126,1,267,"""x"":719,""y"":362",ÊØ»¤Ö®Ëþ(267),"""useexp"":137,""jinbi"":65,""exp"":100,""jifen"":1","""201267"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":97544},{""a"":""attr"",""t"":""jinbi"",""n"":42380},{""a"":""attr"",""t"":""exp"",""n"":57624}",,,,,,,
268,4,3,126,1,268,"""x"":641,""y"":260",ÊØ»¤Ö®Ëþ(268),"""useexp"":137,""jinbi"":65,""exp"":100,""jifen"":1","""201268"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":97818},{""a"":""attr"",""t"":""jinbi"",""n"":42510},{""a"":""attr"",""t"":""exp"",""n"":57624}",,,,,,,
269,4,3,126,1,269,"""x"":727,""y"":234",ÊØ»¤Ö®Ëþ(269),"""useexp"":137,""jinbi"":65,""exp"":100,""jifen"":1","""201269"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":98092},{""a"":""attr"",""t"":""jinbi"",""n"":42640},{""a"":""attr"",""t"":""exp"",""n"":59600}",,,,,,,
270,4,3,128,3,270,"""x"":847,""y"":224",ÊØ»¤Ö®Ëþ(270),"""useexp"":137,""jinbi"":65,""exp"":100,""jifen"":1","""201270"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":98366},{""a"":""attr"",""t"":""jinbi"",""n"":42770},{""a"":""attr"",""t"":""exp"",""n"":59600}",,,,,,,
271,4,4,128,1,271,"""x"":210,""y"":431",¾£¼¬º£°¶(271),"""useexp"":140,""jinbi"":66,""exp"":102,""jifen"":1","""201271"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":100800},{""a"":""attr"",""t"":""jinbi"",""n"":43560},{""a"":""attr"",""t"":""exp"",""n"":59600}",,,,,,,
272,4,4,128,1,272,"""x"":128,""y"":362",¾£¼¬º£°¶(272),"""useexp"":140,""jinbi"":66,""exp"":102,""jifen"":1","""201272"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":101080},{""a"":""attr"",""t"":""jinbi"",""n"":43692},{""a"":""attr"",""t"":""exp"",""n"":59600}",,,,,,,
273,4,4,128,1,273,"""x"":242,""y"":296",¾£¼¬º£°¶(273),"""useexp"":140,""jinbi"":66,""exp"":102,""jifen"":1","""201273"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":101360},{""a"":""attr"",""t"":""jinbi"",""n"":43824},{""a"":""attr"",""t"":""exp"",""n"":61608}",,,,,,,
274,4,4,130,1,274,"""x"":340,""y"":354",¾£¼¬º£°¶(274),"""useexp"":140,""jinbi"":66,""exp"":102,""jifen"":1","""201274"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":101640},{""a"":""attr"",""t"":""jinbi"",""n"":43956},{""a"":""attr"",""t"":""exp"",""n"":61608}",,,,,,,
275,4,4,130,2,275,"""x"":424,""y"":226",¾£¼¬º£°¶(275),"""useexp"":140,""jinbi"":66,""exp"":102,""jifen"":1","""201275"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":101920},{""a"":""attr"",""t"":""jinbi"",""n"":44088},{""a"":""attr"",""t"":""exp"",""n"":61608}",,,,,,,
276,4,4,130,1,276,"""x"":625,""y"":304",¾£¼¬º£°¶(276),"""useexp"":143,""jinbi"":67,""exp"":104,""jifen"":1","""201276"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":104390},{""a"":""attr"",""t"":""jinbi"",""n"":44890},{""a"":""attr"",""t"":""exp"",""n"":61608}",,,,,,,
277,4,4,130,1,277,"""x"":601,""y"":439",¾£¼¬º£°¶(277),"""useexp"":143,""jinbi"":67,""exp"":104,""jifen"":1","""201277"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":104676},{""a"":""attr"",""t"":""jinbi"",""n"":45024},{""a"":""attr"",""t"":""exp"",""n"":63648}",,,,,,,
278,4,4,132,1,278,"""x"":726,""y"":437",¾£¼¬º£°¶(278),"""useexp"":143,""jinbi"":67,""exp"":104,""jifen"":1","""201278"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":104962},{""a"":""attr"",""t"":""jinbi"",""n"":45158},{""a"":""attr"",""t"":""exp"",""n"":63648}",,,,,,,
279,4,4,132,1,279,"""x"":803,""y"":383",¾£¼¬º£°¶(279),"""useexp"":143,""jinbi"":67,""exp"":104,""jifen"":1","""201279"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":105248},{""a"":""attr"",""t"":""jinbi"",""n"":45292},{""a"":""attr"",""t"":""exp"",""n"":63648}",,,,,,,
280,4,4,132,3,280,"""x"":749,""y"":218",¾£¼¬º£°¶(280),"""useexp"":143,""jinbi"":67,""exp"":104,""jifen"":1","""201280"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":105534},{""a"":""attr"",""t"":""jinbi"",""n"":45426},{""a"":""attr"",""t"":""exp"",""n"":63648}",,,,,,,
281,4,5,132,1,281,"""x"":103,""y"":364",ÁúÒí³²Ñ¨(281),"""useexp"":145,""jinbi"":68,""exp"":106,""jifen"":1","""201281"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":107300},{""a"":""attr"",""t"":""jinbi"",""n"":46240},{""a"":""attr"",""t"":""exp"",""n"":65720}",,,,,,,
282,4,5,134,1,282,"""x"":327,""y"":393",ÁúÒí³²Ñ¨(282),"""useexp"":145,""jinbi"":68,""exp"":106,""jifen"":1","""201282"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":107590},{""a"":""attr"",""t"":""jinbi"",""n"":46376},{""a"":""attr"",""t"":""exp"",""n"":65720}",,,,,,,
283,4,5,134,1,283,"""x"":296,""y"":262",ÁúÒí³²Ñ¨(283),"""useexp"":145,""jinbi"":68,""exp"":106,""jifen"":1","""201283"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":107880},{""a"":""attr"",""t"":""jinbi"",""n"":46512},{""a"":""attr"",""t"":""exp"",""n"":65720}",,,,,,,
284,4,5,134,1,284,"""x"":420,""y"":248",ÁúÒí³²Ñ¨(284),"""useexp"":145,""jinbi"":68,""exp"":106,""jifen"":1","""201284"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":108170},{""a"":""attr"",""t"":""jinbi"",""n"":46648},{""a"":""attr"",""t"":""exp"",""n"":65720}",,,,,,,
285,4,5,134,2,285,"""x"":498,""y"":297",ÁúÒí³²Ñ¨(285),"""useexp"":145,""jinbi"":68,""exp"":106,""jifen"":1","""201285"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":108460},{""a"":""attr"",""t"":""jinbi"",""n"":46784},{""a"":""attr"",""t"":""exp"",""n"":66568}",,,,,,,
286,4,5,136,1,286,"""x"":588,""y"":393",ÁúÒí³²Ñ¨(286),"""useexp"":148,""jinbi"":69,""exp"":108,""jifen"":1","""201286"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":111000},{""a"":""attr"",""t"":""jinbi"",""n"":47610},{""a"":""attr"",""t"":""exp"",""n"":66568}",,,,,,,
287,4,5,136,1,287,"""x"":715,""y"":447",ÁúÒí³²Ñ¨(287),"""useexp"":148,""jinbi"":69,""exp"":108,""jifen"":1","""201287"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":111296},{""a"":""attr"",""t"":""jinbi"",""n"":47748},{""a"":""attr"",""t"":""exp"",""n"":66568}",,,,,,,
288,4,5,136,1,288,"""x"":785,""y"":385",ÁúÒí³²Ñ¨(288),"""useexp"":148,""jinbi"":69,""exp"":108,""jifen"":1","""201288"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":111592},{""a"":""attr"",""t"":""jinbi"",""n"":47886},{""a"":""attr"",""t"":""exp"",""n"":66568}",,,,,,,
289,4,5,136,1,289,"""x"":749,""y"":256",ÁúÒí³²Ñ¨(289),"""useexp"":148,""jinbi"":69,""exp"":108,""jifen"":1","""201289"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":111888},{""a"":""attr"",""t"":""jinbi"",""n"":48024},{""a"":""attr"",""t"":""exp"",""n"":68688}",,,,,,,
290,4,5,138,3,290,"""x"":866,""y"":319",ÁúÒí³²Ñ¨(290),"""useexp"":148,""jinbi"":69,""exp"":108,""jifen"":1","""201290"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":112184},{""a"":""attr"",""t"":""jinbi"",""n"":48162},{""a"":""attr"",""t"":""exp"",""n"":68688}",,,,,,,
291,4,6,138,1,291,"""x"":99,""y"":213",ÒÅÍü¹ÅµØ(291),"""useexp"":151,""jinbi"":70,""exp"":110,""jifen"":1","""201291"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":114760},{""a"":""attr"",""t"":""jinbi"",""n"":49000},{""a"":""attr"",""t"":""exp"",""n"":68688}",,,,,,,
292,4,6,138,1,292,"""x"":111,""y"":323",ÒÅÍü¹ÅµØ(292),"""useexp"":151,""jinbi"":70,""exp"":110,""jifen"":1","""201292"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":115062},{""a"":""attr"",""t"":""jinbi"",""n"":49140},{""a"":""attr"",""t"":""exp"",""n"":68688}",,,,,,,
293,4,6,138,1,293,"""x"":242,""y"":384",ÒÅÍü¹ÅµØ(293),"""useexp"":151,""jinbi"":70,""exp"":110,""jifen"":1","""201293"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":115364},{""a"":""attr"",""t"":""jinbi"",""n"":49280},{""a"":""attr"",""t"":""exp"",""n"":70840}",,,,,,,
294,4,6,140,1,294,"""x"":305,""y"":283",ÒÅÍü¹ÅµØ(294),"""useexp"":151,""jinbi"":70,""exp"":110,""jifen"":1","""201294"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":115666},{""a"":""attr"",""t"":""jinbi"",""n"":49420},{""a"":""attr"",""t"":""exp"",""n"":70840}",,,,,,,
295,4,6,140,2,295,"""x"":379,""y"":212",ÒÅÍü¹ÅµØ(295),"""useexp"":151,""jinbi"":70,""exp"":110,""jifen"":1","""201295"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":115968},{""a"":""attr"",""t"":""jinbi"",""n"":49560},{""a"":""attr"",""t"":""exp"",""n"":70840}",,,,,,,
296,4,6,140,1,296,"""x"":533,""y"":223",ÒÅÍü¹ÅµØ(296),"""useexp"":154,""jinbi"":71,""exp"":112,""jifen"":1","""201296"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":118580},{""a"":""attr"",""t"":""jinbi"",""n"":50410},{""a"":""attr"",""t"":""exp"",""n"":70840}",,,,,,,
297,4,6,140,1,297,"""x"":611,""y"":268",ÒÅÍü¹ÅµØ(297),"""useexp"":154,""jinbi"":71,""exp"":112,""jifen"":1","""201297"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":118888},{""a"":""attr"",""t"":""jinbi"",""n"":50552},{""a"":""attr"",""t"":""exp"",""n"":73024}",,,,,,,
298,4,6,142,1,298,"""x"":579,""y"":362",ÒÅÍü¹ÅµØ(298),"""useexp"":154,""jinbi"":71,""exp"":112,""jifen"":1","""201298"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":119196},{""a"":""attr"",""t"":""jinbi"",""n"":50694},{""a"":""attr"",""t"":""exp"",""n"":73024}",,,,,,,
299,4,6,142,1,299,"""x"":713,""y"":473",ÒÅÍü¹ÅµØ(299),"""useexp"":154,""jinbi"":71,""exp"":112,""jifen"":1","""201299"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":119504},{""a"":""attr"",""t"":""jinbi"",""n"":50836},{""a"":""attr"",""t"":""exp"",""n"":73024}",,,,,,,
300,4,6,142,3,300,"""x"":865,""y"":436",ÒÅÍü¹ÅµØ(300),"""useexp"":154,""jinbi"":71,""exp"":112,""jifen"":1","""201300"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":119812},{""a"":""attr"",""t"":""jinbi"",""n"":50978},{""a"":""attr"",""t"":""exp"",""n"":73024}",,,,,,,
301,4,7,142,1,301,"""x"":78,""y"":347",×Ï¾§É­ÁÖ(301),"""useexp"":156,""jinbi"":71,""exp"":113,""jifen"":1","""201301"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":121680},{""a"":""attr"",""t"":""jinbi"",""n"":51120},{""a"":""attr"",""t"":""exp"",""n"":74580}",,,,,,,
302,4,7,144,1,302,"""x"":199,""y"":394",×Ï¾§É­ÁÖ(302),"""useexp"":156,""jinbi"":71,""exp"":113,""jifen"":1","""201302"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":121992},{""a"":""attr"",""t"":""jinbi"",""n"":51262},{""a"":""attr"",""t"":""exp"",""n"":74580}",,,,,,,
303,4,7,144,1,303,"""x"":184,""y"":244",×Ï¾§É­ÁÖ(303),"""useexp"":156,""jinbi"":71,""exp"":113,""jifen"":1","""201303"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":122304},{""a"":""attr"",""t"":""jinbi"",""n"":51404},{""a"":""attr"",""t"":""exp"",""n"":74580}",,,,,,,
304,4,7,144,1,304,"""x"":268,""y"":213",×Ï¾§É­ÁÖ(304),"""useexp"":156,""jinbi"":71,""exp"":113,""jifen"":1","""201304"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":122616},{""a"":""attr"",""t"":""jinbi"",""n"":51546},{""a"":""attr"",""t"":""exp"",""n"":74580}",,,,,,,
305,4,7,144,2,305,"""x"":397,""y"":238",×Ï¾§É­ÁÖ(305),"""useexp"":156,""jinbi"":71,""exp"":113,""jifen"":1","""201305"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":122928},{""a"":""attr"",""t"":""jinbi"",""n"":51688},{""a"":""attr"",""t"":""exp"",""n"":75484}",,,,,,,
306,4,7,146,1,306,"""x"":575,""y"":240",×Ï¾§É­ÁÖ(306),"""useexp"":159,""jinbi"":72,""exp"":115,""jifen"":1","""201306"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":125610},{""a"":""attr"",""t"":""jinbi"",""n"":52560},{""a"":""attr"",""t"":""exp"",""n"":75484}",,,,,,,
307,4,7,146,1,307,"""x"":651,""y"":286",×Ï¾§É­ÁÖ(307),"""useexp"":159,""jinbi"":72,""exp"":115,""jifen"":1","""201307"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":125928},{""a"":""attr"",""t"":""jinbi"",""n"":52704},{""a"":""attr"",""t"":""exp"",""n"":75484}",,,,,,,
308,4,7,146,1,308,"""x"":593,""y"":385",×Ï¾§É­ÁÖ(308),"""useexp"":159,""jinbi"":72,""exp"":115,""jifen"":1","""201308"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":126246},{""a"":""attr"",""t"":""jinbi"",""n"":52848},{""a"":""attr"",""t"":""exp"",""n"":75484}",,,,,,,
309,4,7,146,1,309,"""x"":779,""y"":415",×Ï¾§É­ÁÖ(309),"""useexp"":159,""jinbi"":72,""exp"":115,""jifen"":1","""201309"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":126564},{""a"":""attr"",""t"":""jinbi"",""n"":52992},{""a"":""attr"",""t"":""exp"",""n"":77740}",,,,,,,
310,4,7,148,3,310,"""x"":813,""y"":252",×Ï¾§É­ÁÖ(310),"""useexp"":159,""jinbi"":72,""exp"":115,""jifen"":1","""201310"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":126882},{""a"":""attr"",""t"":""jinbi"",""n"":53136},{""a"":""attr"",""t"":""exp"",""n"":77740}",,,,,,,
311,4,8,148,1,311,"""x"":235,""y"":482",ÍöÁé±ÚÀÝ(311),"""useexp"":162,""jinbi"":73,""exp"":117,""jifen"":1","""201311"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":129600},{""a"":""attr"",""t"":""jinbi"",""n"":54020},{""a"":""attr"",""t"":""exp"",""n"":77740}",,,,,,,
312,4,8,148,1,312,"""x"":229,""y"":396",ÍöÁé±ÚÀÝ(312),"""useexp"":162,""jinbi"":73,""exp"":117,""jifen"":1","""201312"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":129924},{""a"":""attr"",""t"":""jinbi"",""n"":54166},{""a"":""attr"",""t"":""exp"",""n"":77740}",,,,,,,
313,4,8,148,1,313,"""x"":342,""y"":404",ÍöÁé±ÚÀÝ(313),"""useexp"":162,""jinbi"":73,""exp"":117,""jifen"":1","""201313"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":130248},{""a"":""attr"",""t"":""jinbi"",""n"":54312},{""a"":""attr"",""t"":""exp"",""n"":80028}",,,,,,,
314,4,8,150,1,314,"""x"":390,""y"":274",ÍöÁé±ÚÀÝ(314),"""useexp"":162,""jinbi"":73,""exp"":117,""jifen"":1","""201314"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":130572},{""a"":""attr"",""t"":""jinbi"",""n"":54458},{""a"":""attr"",""t"":""exp"",""n"":80028}",,,,,,,
315,4,8,150,2,315,"""x"":541,""y"":248",ÍöÁé±ÚÀÝ(315),"""useexp"":162,""jinbi"":73,""exp"":117,""jifen"":1","""201315"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":130896},{""a"":""attr"",""t"":""jinbi"",""n"":54604},{""a"":""attr"",""t"":""exp"",""n"":80028}",,,,,,,
316,4,8,150,1,316,"""x"":693,""y"":267",ÍöÁé±ÚÀÝ(316),"""useexp"":164,""jinbi"":74,""exp"":119,""jifen"":1","""201316"",""202201"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":132840},{""a"":""attr"",""t"":""jinbi"",""n"":55500},{""a"":""attr"",""t"":""exp"",""n"":80028}",,,,,,,
317,4,8,150,1,317,"""x"":788,""y"":298",ÍöÁé±ÚÀÝ(317),"""useexp"":164,""jinbi"":74,""exp"":119,""jifen"":1","""201317"",""202201"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":133168},{""a"":""attr"",""t"":""jinbi"",""n"":55648},{""a"":""attr"",""t"":""exp"",""n"":82348}",,,,,,,
318,4,8,152,1,318,"""x"":765,""y"":368",ÍöÁé±ÚÀÝ(318),"""useexp"":164,""jinbi"":74,""exp"":119,""jifen"":1","""201318"",""202201"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":133496},{""a"":""attr"",""t"":""jinbi"",""n"":55796},{""a"":""attr"",""t"":""exp"",""n"":82348}",,,,,,,
319,4,8,152,1,319,"""x"":708,""y"":478",ÍöÁé±ÚÀÝ(319),"""useexp"":164,""jinbi"":74,""exp"":119,""jifen"":1","""201319"",""202201"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":133824},{""a"":""attr"",""t"":""jinbi"",""n"":55944},{""a"":""attr"",""t"":""exp"",""n"":82348}",,,,,,,
320,4,8,152,3,320,"""x"":864,""y"":441",ÍöÁé±ÚÀÝ(320),"""useexp"":164,""jinbi"":74,""exp"":119,""jifen"":1","""201320"",""202201"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":134152},{""a"":""attr"",""t"":""jinbi"",""n"":56092},{""a"":""attr"",""t"":""exp"",""n"":82348}",,,,,,,
