关卡id,守关BOSS,展示模型,关卡奖励,战斗地图,镜像属性系数,镜像奖励,护卫BOSS,护卫奖励
374,50374,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.17,""hp"":1.17","{""a"":""item"",""t"":""2026"",""n"":10}",10322,"{""a"":""item"",""t"":""2026"",""n"":1}"
375,50375,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.17,""hp"":1.17","{""a"":""item"",""t"":""2026"",""n"":10}",10322,"{""a"":""item"",""t"":""2026"",""n"":1}"
376,50376,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.17,""hp"":1.17","{""a"":""item"",""t"":""2026"",""n"":10}",10322,"{""a"":""item"",""t"":""2026"",""n"":1}"
377,50377,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.17,""hp"":1.17","{""a"":""item"",""t"":""2026"",""n"":10}",10323,"{""a"":""item"",""t"":""2026"",""n"":1}"
378,50378,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.17,""hp"":1.17","{""a"":""item"",""t"":""2026"",""n"":10}",10323,"{""a"":""item"",""t"":""2026"",""n"":1}"
379,50379,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.17,""hp"":1.17","{""a"":""item"",""t"":""2026"",""n"":10}",10323,"{""a"":""item"",""t"":""2026"",""n"":1}"
380,50380,14036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.17,""hp"":1.17","{""a"":""item"",""t"":""2026"",""n"":10}",10323,"{""a"":""item"",""t"":""2026"",""n"":1}"
381,50381,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10324,"{""a"":""item"",""t"":""2026"",""n"":1}"
382,50382,31086,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10324,"{""a"":""item"",""t"":""2026"",""n"":1}"
383,50383,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10324,"{""a"":""item"",""t"":""2026"",""n"":1}"
384,50384,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10324,"{""a"":""item"",""t"":""2026"",""n"":1}"
385,50385,55016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10325,"{""a"":""item"",""t"":""2026"",""n"":1}"
386,50386,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10325,"{""a"":""item"",""t"":""2026"",""n"":1}"
387,50387,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10325,"{""a"":""item"",""t"":""2026"",""n"":1}"
388,50388,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10325,"{""a"":""item"",""t"":""2026"",""n"":1}"
389,50389,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10326,"{""a"":""item"",""t"":""2026"",""n"":1}"
390,50390,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.18,""hp"":1.18","{""a"":""item"",""t"":""2026"",""n"":10}",10326,"{""a"":""item"",""t"":""2026"",""n"":1}"
391,50391,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10326,"{""a"":""item"",""t"":""2026"",""n"":1}"
392,50392,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10326,"{""a"":""item"",""t"":""2026"",""n"":1}"
393,50393,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10327,"{""a"":""item"",""t"":""2026"",""n"":1}"
394,50394,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10327,"{""a"":""item"",""t"":""2026"",""n"":1}"
395,50395,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10327,"{""a"":""item"",""t"":""2026"",""n"":1}"
396,50396,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10327,"{""a"":""item"",""t"":""2026"",""n"":1}"
397,50397,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10328,"{""a"":""item"",""t"":""2026"",""n"":1}"
398,50398,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10328,"{""a"":""item"",""t"":""2026"",""n"":1}"
399,50399,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10328,"{""a"":""item"",""t"":""2026"",""n"":1}"
400,50400,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.19,""hp"":1.19","{""a"":""item"",""t"":""2026"",""n"":10}",10328,"{""a"":""item"",""t"":""2026"",""n"":1}"
401,50401,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10329,"{""a"":""item"",""t"":""2026"",""n"":1}"
402,50402,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10329,"{""a"":""item"",""t"":""2026"",""n"":1}"
403,50403,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10329,"{""a"":""item"",""t"":""2026"",""n"":1}"
404,50404,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10329,"{""a"":""item"",""t"":""2026"",""n"":1}"
405,50405,14036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10330,"{""a"":""item"",""t"":""2026"",""n"":1}"
406,50406,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10330,"{""a"":""item"",""t"":""2026"",""n"":1}"
407,50407,13046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10330,"{""a"":""item"",""t"":""2026"",""n"":1}"
408,50408,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10330,"{""a"":""item"",""t"":""2026"",""n"":1}"
409,50409,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10331,"{""a"":""item"",""t"":""2026"",""n"":1}"
410,50410,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.2,""hp"":1.2","{""a"":""item"",""t"":""2026"",""n"":10}",10331,"{""a"":""item"",""t"":""2026"",""n"":1}"
411,50411,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10331,"{""a"":""item"",""t"":""2026"",""n"":1}"
412,50412,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10331,"{""a"":""item"",""t"":""2026"",""n"":1}"
413,50413,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10332,"{""a"":""item"",""t"":""2026"",""n"":1}"
414,50414,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10332,"{""a"":""item"",""t"":""2026"",""n"":1}"
415,50415,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10332,"{""a"":""item"",""t"":""2026"",""n"":1}"
416,50416,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10332,"{""a"":""item"",""t"":""2026"",""n"":1}"
417,50417,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10333,"{""a"":""item"",""t"":""2026"",""n"":1}"
418,50418,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10333,"{""a"":""item"",""t"":""2026"",""n"":1}"
419,50419,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10333,"{""a"":""item"",""t"":""2026"",""n"":1}"
420,50420,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.21,""hp"":1.21","{""a"":""item"",""t"":""2026"",""n"":10}",10333,"{""a"":""item"",""t"":""2026"",""n"":1}"
421,50421,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10334,"{""a"":""item"",""t"":""2026"",""n"":1}"
422,50422,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10334,"{""a"":""item"",""t"":""2026"",""n"":1}"
423,50423,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10334,"{""a"":""item"",""t"":""2026"",""n"":1}"
424,50424,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10334,"{""a"":""item"",""t"":""2026"",""n"":1}"
425,50425,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10335,"{""a"":""item"",""t"":""2026"",""n"":1}"
426,50426,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10335,"{""a"":""item"",""t"":""2026"",""n"":1}"
427,50427,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10335,"{""a"":""item"",""t"":""2026"",""n"":1}"
428,50428,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10335,"{""a"":""item"",""t"":""2026"",""n"":1}"
429,50429,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10336,"{""a"":""item"",""t"":""2026"",""n"":1}"
430,50430,14036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.22,""hp"":1.22","{""a"":""item"",""t"":""2026"",""n"":10}",10336,"{""a"":""item"",""t"":""2026"",""n"":1}"
431,50431,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10336,"{""a"":""item"",""t"":""2026"",""n"":1}"
432,50432,31086,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10336,"{""a"":""item"",""t"":""2026"",""n"":1}"
433,50433,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10337,"{""a"":""item"",""t"":""2026"",""n"":1}"
434,50434,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10337,"{""a"":""item"",""t"":""2026"",""n"":1}"
435,50435,55016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10337,"{""a"":""item"",""t"":""2026"",""n"":1}"
436,50436,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10337,"{""a"":""item"",""t"":""2026"",""n"":1}"
437,50437,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10338,"{""a"":""item"",""t"":""2026"",""n"":1}"
438,50438,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10338,"{""a"":""item"",""t"":""2026"",""n"":1}"
439,50439,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10338,"{""a"":""item"",""t"":""2026"",""n"":1}"
440,50440,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.23,""hp"":1.23","{""a"":""item"",""t"":""2026"",""n"":10}",10338,"{""a"":""item"",""t"":""2026"",""n"":1}"
441,50441,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10339,"{""a"":""item"",""t"":""2026"",""n"":1}"
442,50442,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10339,"{""a"":""item"",""t"":""2026"",""n"":1}"
443,50443,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10339,"{""a"":""item"",""t"":""2026"",""n"":1}"
444,50444,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10339,"{""a"":""item"",""t"":""2026"",""n"":1}"
445,50445,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10340,"{""a"":""item"",""t"":""2026"",""n"":1}"
446,50446,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10340,"{""a"":""item"",""t"":""2026"",""n"":1}"
447,50447,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10340,"{""a"":""item"",""t"":""2026"",""n"":1}"
448,50448,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10340,"{""a"":""item"",""t"":""2026"",""n"":1}"
449,50449,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10341,"{""a"":""item"",""t"":""2026"",""n"":1}"
450,50450,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.24,""hp"":1.24","{""a"":""item"",""t"":""2026"",""n"":10}",10341,"{""a"":""item"",""t"":""2026"",""n"":1}"
451,50451,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10341,"{""a"":""item"",""t"":""2026"",""n"":1}"
452,50452,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10341,"{""a"":""item"",""t"":""2026"",""n"":1}"
453,50453,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10342,"{""a"":""item"",""t"":""2026"",""n"":1}"
454,50454,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10342,"{""a"":""item"",""t"":""2026"",""n"":1}"
455,50455,14036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10342,"{""a"":""item"",""t"":""2026"",""n"":1}"
456,50456,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10342,"{""a"":""item"",""t"":""2026"",""n"":1}"
457,50457,13046,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10343,"{""a"":""item"",""t"":""2026"",""n"":1}"
458,50458,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10343,"{""a"":""item"",""t"":""2026"",""n"":1}"
459,50459,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10343,"{""a"":""item"",""t"":""2026"",""n"":1}"
460,50460,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.25,""hp"":1.25","{""a"":""item"",""t"":""2026"",""n"":10}",10343,"{""a"":""item"",""t"":""2026"",""n"":1}"
461,50461,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10344,"{""a"":""item"",""t"":""2026"",""n"":1}"
462,50462,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10344,"{""a"":""item"",""t"":""2026"",""n"":1}"
463,50463,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10344,"{""a"":""item"",""t"":""2026"",""n"":1}"
464,50464,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10344,"{""a"":""item"",""t"":""2026"",""n"":1}"
465,50465,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10345,"{""a"":""item"",""t"":""2026"",""n"":1}"
466,50466,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10345,"{""a"":""item"",""t"":""2026"",""n"":1}"
467,50467,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10345,"{""a"":""item"",""t"":""2026"",""n"":1}"
468,50468,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10345,"{""a"":""item"",""t"":""2026"",""n"":1}"
469,50469,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10346,"{""a"":""item"",""t"":""2026"",""n"":1}"
470,50470,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.26,""hp"":1.26","{""a"":""item"",""t"":""2026"",""n"":10}",10346,"{""a"":""item"",""t"":""2026"",""n"":1}"
471,50471,41066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10346,"{""a"":""item"",""t"":""2026"",""n"":1}"
472,50472,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10346,"{""a"":""item"",""t"":""2026"",""n"":1}"
473,50473,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10347,"{""a"":""item"",""t"":""2026"",""n"":1}"
474,50474,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10347,"{""a"":""item"",""t"":""2026"",""n"":1}"
475,50475,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10347,"{""a"":""item"",""t"":""2026"",""n"":1}"
476,50476,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10347,"{""a"":""item"",""t"":""2026"",""n"":1}"
477,50477,25076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10348,"{""a"":""item"",""t"":""2026"",""n"":1}"
478,50478,34026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10348,"{""a"":""item"",""t"":""2026"",""n"":1}"
479,50479,32056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10348,"{""a"":""item"",""t"":""2026"",""n"":1}"
480,50480,14036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.27,""hp"":1.27","{""a"":""item"",""t"":""2026"",""n"":10}",10348,"{""a"":""item"",""t"":""2026"",""n"":1}"
481,50481,61026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10349,"{""a"":""item"",""t"":""2026"",""n"":1}"
482,50482,31086,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10349,"{""a"":""item"",""t"":""2026"",""n"":1}"
483,50483,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10349,"{""a"":""item"",""t"":""2026"",""n"":1}"
484,50484,25066,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10349,"{""a"":""item"",""t"":""2026"",""n"":1}"
485,50485,55016,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10350,"{""a"":""item"",""t"":""2026"",""n"":1}"
486,50486,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10350,"{""a"":""item"",""t"":""2026"",""n"":1}"
487,50487,31076,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10350,"{""a"":""item"",""t"":""2026"",""n"":1}"
488,50488,41056,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10350,"{""a"":""item"",""t"":""2026"",""n"":1}"
489,50489,35036,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10351,"{""a"":""item"",""t"":""2026"",""n"":1}"
490,50490,63026,"{""a"":""item"",""t"":""2026"",""n"":2}",zhandou_11.jpg,"""atk"":1.28,""hp"":1.28","{""a"":""item"",""t"":""2026"",""n"":10}",10351,"{""a"":""item"",""t"":""2026"",""n"":1}"
