英雄ID,英雄名称,放置名称,评论ID,英雄种族,品质星级,圣器,卷轴类型,职业,品质,定位,模型,头像,十星模型,十星头像,升星材料,成长编号,被动开启等级,普攻,怒气,怒气名称,怒气描述,被动1,被动1名称,被动1描述,被动2,被动2名称,被动2描述,被动3,被动3名称,被动3描述,怒气图标,被动1图标,被动2图标,被动3图标,配音,是否有独立的施法动画,攻击频率,塔防攻击
31064,颤栗魔王,伊姆拉图斯,3106,3,4,,0,1,3,,31064,31064,,,,31064,"[2,4]",2,31064012,邪能冲击,怒气技能：对敌方后排造成100%攻击伤害，如果敌人是法师则造成额外60%伤害,"""31064114""",坚韧,被动效果：如果魔王普攻的目标格挡，则对目标造成60%流血伤害，持续2回合,"""31064211"",""31064221""",魔体,被动效果：格挡增加10%，攻击增加10%,,,,skillico_038,skillico_204,skillico_207,,"""31064"",""31065""",0,500,65
31065,颤栗魔王,伊姆拉图斯,3106,3,5,,1,1,4,bsctk,31065,31065,,,,31065,"[3,5]",2,31065012,邪能冲击,怒气技能：对敌方后排造成120%攻击伤害，如果敌人是法师则造成额外90%伤害,"""31065114""",坚韧,被动效果：如果魔王普攻的目标格挡，则对目标造成80%流血伤害，持续2回合,"""31065211"",""31065221""",魔体,被动效果：格挡增加10%，攻击增加10%,,,,skillico_038,skillico_204,skillico_207,,"""31064"",""31065""",0,500,85
31075,理查兹领主,巴洛克领主,3107,3,5,,3,1,4,dtsc,31075,31075,,,,31075,"[2,3,5]",5,31075012,火焰雨,怒气技能：对敌方单个目标造成253%攻击伤害并使生命最少的友军回复181%攻击等量生命,"""31075114""",心灵恐惧,被动效果：让敌人感到恐惧，受到攻击降低攻击者10%暴击，持续3回合,"""31075211"",""31075221""",恶魔身躯,被动效果：强大的恶魔身躯，使得自身防御增加31%，生命增加22%,"""31075314""",恶魔之甲,被动效果：穿着恶魔铠甲，使得自身生命低于30%时，提升自己防御63%，持续3回合（只触发一次）,skillico_005,skillico_260,skillico_256,skillico_202,"""31075"",""31076"",""3107a""",0,500,100
31076,理查兹领主,巴洛克领主,3107,3,6,31076,0,1,5,,31076,31076,3107a,3107a,31075,31076,"[2,4,6]",5,31076012,火焰雨2,怒气技能：对敌方单个目标造成281%攻击伤害并使生命最少的友军回复253%攻击等量生命,"""31076114""",心灵恐惧2,被动效果：让敌人感到恐惧，受到攻击降低攻击者16%暴击，持续3回合,"""31076211"",""31076221""",恶魔身躯2,被动效果：强大的恶魔身躯，使得自身防御增加31%，生命增加29%,"""31076314""",恶魔之甲2,被动效果：穿着恶魔铠甲，使得自身生命低于30%时，提升自己防御102%，持续3回合（只触发一次）,skillico_005,skillico_260,skillico_256,skillico_202,"""31075"",""31076"",""3107a""",0,500,115
31085,毁灭巨龙,古斯塔,3108,3,5,,3,1,4,qtsc,31085,31085,,,,31085,"[3,5]",2,31085012,死亡吐息,怒气技能：对敌方后排造成76%攻击伤害并有25%概率使目标眩晕2回合,"""31085111"",""31085121""",恶魔身躯,被动效果：恶魔的身躯非常强大，自身的防御增加33%，生命增加19%,"""31085214""",以牙还牙,被动效果：你咬疼我了，蚂蚁！受到暴击有100%概率发动一次反击，造成152%的攻击伤害,,,,skillico_039,skillico_256,skillico_201,,"""31085"",""31086"",""3108a""",0,500,100
31086,毁灭巨龙,古斯塔,3108,3,6,31086,0,1,5,,31086,31086,3108a,3108a,31085,31086,"[2,4,6]",2,31086012,死亡吐息2,怒气技能：对敌方后排造成91%攻击伤害并有29%概率使目标眩晕2回合,"""31086111"",""31086121""",恶魔身躯2,被动效果：恶魔的身躯非常强大，自身的防御增加34%，生命增加28%,"""31086214""",以牙还牙2,被动效果：你咬疼我了，蚂蚁！受到暴击有100%概率发动一次反击，造成243%的攻击伤害,"""31086314""",魔力护体2,被动效果：自身生命低于75%时，施放魔力守护自己，提升自己伤害减免34%，持续3回合（只触发一次）,skillico_039,skillico_256,skillico_201,skillico_261,"""31085"",""31086"",""3108a""",0,500,115
31095,黑锋骑士,丹特里安,3109,3,5,,3,1,4,bsctk,31095,31095,,,,31095,"[2,3,5]",11,31095012,炎枪爆裂,怒气技能：对随机2名敌人造成170%攻击伤害，每回合额外造成30%燃烧伤害，持续4回合,"""31095111"",""31095124""",骑士荣誉,被动效果：伤害减免增加6%。黑锋骑士攻击时，如果目标是游侠，则造成额外60%伤害。,"""31095211"",""31095214""",枪术精通,被动效果：攻击永久增加15%，每次出手伤害增加20%，持续6回合,"""31095311"",""31095314"",""31095321""",不屈,被动效果：防御增加30%，生命增加30%，受到任何攻击恢复生命上限1%生命（受控不可触发恢复效果）,skillico_061,skillico_307,skillico_308,skillico_309,"""31095"",""31096"",""3109a""",0,500,100
31096,黑锋骑士,丹特里安,3109,3,6,31096,0,1,5,,31096,31096,3109a,3109a,31095,31096,"[2,4,6]",11,31096012,炎枪爆裂2,怒气技能：对随机3名敌人造成185%攻击伤害，每回合额外造成50%燃烧伤害，持续4回合,"""31096111"",""31096124""",骑士荣誉2,被动效果：伤害减免增加9%。黑锋骑士攻击时，如果目标是游侠，则造成额外80%伤害。,"""31096211"",""31096214""",枪术精通2,被动效果：攻击永久增加20%，每次出手伤害增加30%，持续6回合,"""31096311"",""31096314"",""31096321""",不屈2,被动效果：防御增加35%，生命增加40%，受到任何攻击恢复生命上限2%生命（受控不可触发恢复效果）,skillico_061,skillico_307,skillico_308,skillico_309,"""31095"",""31096"",""3109a""",0,500,115
31105,腥红女爵,巴里亚,3110,3,5,,4,1,4,bsctk,31105,31105,,,,31105,"[2,3,5]",18,31105012,暴虐打击,"主动技能：对前排敌人造成155%攻击伤害并对生命低于自身的目标额外造成目标生命上限5%伤害(最高不超过攻击力的15倍,PVE效果减半）","""31105114""",刻骨刀锋,被动效果：普攻将攻击1个目标，如果目标处于燃烧状态，则40%概率眩晕目标2回合,"""31105211"",""31105221"",""31105231""",坚韧血甲,被动效果：生命增加20%、攻击增加15%、伤害增加20%。,"""31105314"",""31105324"",""31105334""",嗜血冲动,被动效果：战斗中每回合提升自身5%破防，10%暴击，15%暴击伤害。,skillico_3110_1,skillico_3110_2,skillico_3110_3,skillico_3110_4,"""31105"",""31106"",""3110a""",0,500,105
31106,腥红女爵,巴里亚,3110,3,6,31106,0,1,5,,31106,31106,3110a,3110a,31105,31106,"[2,4,6]",18,31106012,暴虐打击2,"主动技能：对前排敌人造成175%攻击伤害并对生命低于自身的目标额外造成目标生命上限10%伤害(最高不超过攻击力的15倍,PVE效果减半）","""31106114""",刻骨刀锋2,被动效果：普攻将攻击2个目标，如果目标处于燃烧状态，则40%概率眩晕目标2回合,"""31106211"",""31106221"",""31106231""",坚韧血甲2,被动效果：生命增加30%、攻击增加25%、伤害增加30%。,"""31106314"",""31106324"",""31106334""",嗜血冲动2,被动效果：战斗中每回合提升自身7.5%破防，15%暴击，20%暴击伤害。,skillico_3110_1,skillico_3110_2,skillico_3110_3,skillico_3110_4,"""31105"",""31106"",""3110a""",0,500,120
31115,嗜血剑圣,巴顿国王,3111,1,5,,4,1,4,qtsc,31115,31115,,,,31115,"[2,3,5]",31115002,31115012,剑刃风暴,怒气技能：对前排敌人造成150%攻击伤害，同时增加自身10%减伤和20%攻击3回合，并给我方全体英雄施加剑圣庇护3回合（提升5%减伤，不可叠加）,"""31115104""",疾风步,被动效果：普攻变为随机攻击4名敌人，造成95%攻击伤害，并有12%几率使目标眩晕2回合,"""31115201"",""31115211"",""31115221"",""31115204""",火刃氏族,被动效果：生命增加15%，攻击增加15%，免控率增加20%，对眩晕目标伤害增加30%,"""31115304"",""31115314""",武者之心,被动效果：受到攻击时，提高自身10%攻击力一回合，并对敌方随机4个敌人分别有45%概率进行一次反击，造成70%攻击伤害,skillico_3111_1,skillico_3111_2,skillico_3111_3,skillico_3111_4,"""31115"",""31116"",""3111a""",1,500,105
31116,嗜血剑圣,巴顿国王,3111,1,6,31116,0,1,5,qtsc,31116,31116,3111a,3111a,31115,31116,"[2,4,6]",31116002,31116012,剑刃风暴2,怒气技能：对前排敌人造成212%攻击伤害，同时增加自身15%减伤和30%攻击3回合，并给我方全体英雄施加剑圣庇护3回合（提升7%减伤，不可叠加）,"""31116104""",疾风步2,被动效果：普攻变为随机攻击4名敌人，造成110%攻击伤害，并有18%几率使目标眩晕2回合,"""31116201"",""31116211"",""31116221"",""31116204""",火刃氏族2,被动效果：生命增加25%，攻击增加25%，免控率增加25%，对眩晕目标伤害增加60%,"""31116304"",""31116314""",武者之心2,被动效果：受到攻击时，提高自身15%攻击力一回合，并对敌方随机5个敌人分别有60%概率进行一次反击，造成95%攻击伤害,skillico_3111_1,skillico_3111_2,skillico_3111_3,skillico_3111_4,"""31115"",""31116"",""3111a""",1,500,120
32011,火焰小鬼,火焰之子,3201,3,1,,0,2,0,,32011,32011,,,,32011,[],2,32011012,小火球,怒气技能：对后排敌人造成90%伤害,,,,,,,,,,skillico_023,,,,"""32011""",0,500,20
32023,地狱守卫者,狂暴兽,3202,3,3,,0,2,2,,32023,32023,,,,32023,[2],2,32023012,火焰爆炸,怒气技能：对前排敌人造成120%攻击伤害，并使得目标防御降低25%，持续2回合,"""32023114""",血能,被动效果：每次普攻恢复自身30%攻击的生命,,,,,,,skillico_023,skillico_211,,,"""32023""",0,500,45
32034,逐日法师,毁灭者,3203,3,4,,0,2,3,,32034,32034,,,,32034,[3],6,32034012,邪能射线,怒气技能：对敌方全体造成70%攻击伤害,"""32034114""",越战越勇,被动效果：身体里流淌着逐日者家族的血液，每次普攻增加自己11%攻击,,,,,,,skillico_010,skillico_226,,,"""32034"",""32035"",""32036""",0,500,70
32035,逐日法师,毁灭者,3203,3,5,,2,2,4,qtsc,32035,32035,,,,32035,"[3,5]",6,32035012,邪能射线,怒气技能：对敌方全体造成76%攻击伤害,"""32035114""",越战越勇,被动效果：身体里流淌着逐日者家族的血液，每次普攻增加自己11%攻击,"""32035214""",过热,被动效果：掌控火焰的力量，对燃烧的目标，增加24%的额外伤害,,,,skillico_010,skillico_226,skillico_262,,"""32034"",""32035"",""32036""",0,500,90
32036,逐日法师,毁灭者,3203,3,6,32036,0,2,5,,32036,32036,,,32035,32036,"[2,4,6]",6,32036012,邪能射线2,怒气技能：对敌方全体造成85%攻击伤害,"""32036111""",越战越勇2,被动效果：身体里流淌着逐日者家族的血液，攻击增加21%,"""32036214""",过热2,被动效果：掌控火焰的力量，对燃烧的目标，增加36%的额外伤害,"""32036314""",沸腾之血2,被动效果：英雄死亡释放逐日之力，使得全体敌方每回合受到68%伤害，持续3回合,skillico_010,skillico_226,skillico_262,skillico_211,"""32034"",""32035"",""32036""",0,500,105
32044,毁灭之主,阿勒里亚,3204,3,4,,0,2,3,,32044,32044,,,,32044,[3],2,32044012,死亡一击,怒气技能：对敌方随机2名目标造成185%攻击伤害并对刺客类目标造成61%额外伤害,"""32044114"",""32044124""",偷窃攻击,被动效果：外域生物，能够控制灵魂的力量，普攻时偷取目标15%攻击,,,,,,,skillico_040,skillico_247,,,"""32044"",""32045"",""32046""",0,500,70
32045,毁灭之主,阿勒里亚,3204,3,5,,2,2,4,hpsc,32045,32045,,,,32045,"[3,5]",2,32045012,死亡一击,怒气技能：对敌方随机3名目标造成166%攻击伤害并对刺客类目标造成61%额外伤害,"""32045114"",""32045124""",偷窃攻击,被动效果：外域生物，能够控制灵魂的力量，普攻时偷取目标19%攻击,"""32045214""",刺客之敌,被动效果：作为刺客的克星，对刺客增加21%的额外伤害,,,,skillico_040,skillico_247,skillico_263,,"""32044"",""32045"",""32046""",0,500,90
32046,毁灭之主,阿勒里亚,3204,3,6,32046,0,2,5,,32046,32046,,,32045,32046,"[2,4,6]",2,32046012,死亡一击2,怒气技能：对敌方随机4名目标造成141%攻击伤害并对刺客类目标造成61%额外伤害,"""32046114"",""32046124""",偷窃攻击2,被动效果：外域生物，能够控制灵魂的力量，普攻时偷取目标19%攻击,"""32046214""",刺客之敌2,被动效果：作为刺客的克星，对刺客增加31%的额外伤害,"""32046314""",恶魔之血2,被动效果：自身生命低于50%，激发恶魔的血液，提升自己暴击12%，持续3回合（只触发一次）,skillico_040,skillico_247,skillico_263,skillico_211,"""32044"",""32045"",""32046""",0,500,105
32055,火焰魔王,玛格丽特,3205,3,5,,3,2,4,qpsc,32055,32055,,,,32055,"[3,5]",7,32055012,火焰大爆炸,怒气技能：对敌方随机4名目标造成51%攻击伤害，每回合额外造成54%攻击伤害，持续3回合,"""32055114""",火毒,被动效果：不只是单纯的火焰，普攻有72%概率使目标中毒，每回合造成64%攻击伤害，持续2回合,"""32055214""",火毒爆裂,被动效果：英雄死亡后将自身献祭，使敌方全体中毒，每回合造成56%攻击伤害，持续3回合,,,,skillico_041,skillico_264,skillico_265,,"""32055"",""32056"",""3205a""",0,500,100
32056,火焰魔王,玛格丽特,3205,3,6,32056,0,2,5,,32056,32056,3205a,3205a,32055,32056,"[2,4,6]",7,32056012,火焰大爆炸2,怒气技能：对敌方全体造成43%攻击伤害，每回合额外造成61%攻击伤害，持续3回合,"""32056114""",火毒2,被动效果：不只是单纯的火焰，普攻有81%概率使目标中毒，每回合造成71%攻击伤害，持续2回合,"""32056214""",火毒爆裂2,被动效果：英雄死亡后将自身献祭，使敌方全体中毒，每回合造成64%攻击伤害，持续3回合,"""32056314""",绿火之肤2,被动效果：皮肤含有毒素，受到攻击时61%概率使目标中毒，每回合造成53%攻击伤害，持续3回合,skillico_041,skillico_264,skillico_265,skillico_266,"""32055"",""32056"",""3205a""",0,500,115
32065,巨魔领袖,斯克雷,3206,3,5,,4,2,4,qtsc,32065,32065,,,,32065,"[2,3,5]",32065002,32065012,致命毒药,怒气技能：对所有敌人造成95%攻击伤害并附加巨魔标记和巨魔诅咒，并有10%概率对目标造成眩晕2回合（巨魔标记：增加15%自身主动技能对目标的伤害；巨魔诅咒：减少1%目标对巨魔战将的伤害，最多叠加10层）,"""32065101"",""32065111"",""32065121""",领袖光辉,被动效果：减伤率增加15%，生命增加20%，暴击率增加15%,"""32065204""",身经百战,被动效果：普攻对目标附加一个巨魔标记和巨魔诅咒（巨魔标记：增加15%自身主动技能对目标的伤害；巨魔诅咒：减少1%目标对巨魔战将的伤害，最多叠加10层）,"""32065304""",以牙还牙,被动效果：受到攻击时，对攻击者增加一个巨魔标记和巨魔诅咒，并增加自身15%暴击伤害3回合（巨魔标记：增加15%自身主动技能对目标的伤害；巨魔诅咒：减少1%目标对巨魔战将的伤害，最多叠加10层）,skillico_3206_1,skillico_3206_2,skillico_3206_3,skillico_3206_4,"""32065"",""32066"",""3206a""",1,500,105
32066,巨魔领袖,斯克雷,3206,3,6,32066,0,2,5,qtsc,32066,32066,3206a,3206a,32065,32066,"[2,4,6]",32066002,32066012,致命毒药2,怒气技能：对所有敌人造成100%攻击伤害并附加巨魔标记和巨魔诅咒，并有20%概率对目标造成眩晕2回合（巨魔标记：增加25%自身主动技能对目标的伤害；巨魔诅咒：减少2%目标对巨魔战将的伤害，最多叠加10层）,"""32066101"",""32066111"",""32066121""",领袖光辉2,被动效果：减伤率增加20%，生命增加27%，暴击率增加20%,"""32066204""",身经百战2,被动效果：普攻对目标附加一个巨魔标记和巨魔诅咒（巨魔标记：增加25%自身主动技能对目标的伤害；巨魔诅咒：减少2%目标对巨魔战将的伤害，最多叠加10层）,"""32066304""",以牙还牙2,被动效果：受到攻击时，对攻击者增加一个巨魔标记和巨魔诅咒，并增加自身20%暴击伤害3回合（巨魔标记：增加25%自身主动技能对目标的伤害；巨魔诅咒：减少2%目标对巨魔战将的伤害，最多叠加10层）,skillico_3206_1,skillico_3206_2,skillico_3206_3,skillico_3206_4,"""32065"",""32066"",""3206a""",1,500,120
32075,荆棘女王,迪拉休姆,3207,3,5,,4,2,4,qtsc,32075,32075,,,,32075,"[2,3,5]",32075002,32075012,自然恩赐,怒气技能：对随机4名敌人造成100%攻击伤害；额外造成100%伤害，目标身上每有1种不同的负面效果，造成额外伤害提高100%攻击伤害,"""32075201"",""32075211"",""32075221"",""32075231"",""32075241""",自然掌握,被动效果：生命值增加10%，攻击增加15%，暴击增加15%，免控率增加10%，速度增加20,"""32075304""",万千藤蔓,被动效果：普攻变为对随机3名敌人造成100%攻击伤害；额外造成100%伤害，目标身上每有一种不同的负面效果，造成额外伤害提高100%攻击伤害,"""32075404""",寄生种子,被动效果：回合结束时，将随机1名敌方英雄身上的1种持续伤害或属性减益效果复制给随机其他2名敌方英雄。（每种效果最多复制3层）,skillico_3207_1,skillico_3207_2,skillico_3207_3,skillico_3207_4,"""32075"",""32076"",""3207a""",1,500,105
