饰品ID,饰品名称,饰品品质,饰品星级,饰品图标,战力,分数,升星饰品ID,突破饰品ID,升星经验,分解经验,分解碎片数量,饰品属性,饰品技能,技能描述,专属种族,专属属性,出售,突破需求,突破数量需求,突破属性,回退消耗,回退奖励
6111,自然生命之书,5,1,shipin_611,4000,15010,6112,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""hppro"":104,""gedangpro"":102",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243354}",,0,,,
6112,自然生命之书,5,2,shipin_611,5000,15020,6113,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""hppro"":115,""gedangpro"":124",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364713}",,0,,,
6113,自然生命之书,5,3,shipin_611,6000,15030,6114,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""hppro"":126,""gedangpro"":145",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483706}",,0,,,
6114,自然生命之书,5,4,shipin_611,7000,15040,6115,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""hppro"":137,""gedangpro"":165",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604098}",,0,,,
6115,自然生命之书,5,5,shipin_611,8000,15050,6116,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""hppro"":148,""gedangpro"":183",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724005}",,0,,,
6116,自然生命之书,5,6,shipin_611,9000,15060,,611601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hppro"":158,""gedangpro"":202",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844579}","""6111"",""6112"",""6113"",""6114"",""6115"",""6116""",1,,,
611601,自然生命之书+1,5,6,shipin_611,9200,15070,,611602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hppro"":158,""gedangpro"":202",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844579}","""6111"",""6112"",""6113"",""6114"",""6115"",""6116""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6111"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
611602,自然生命之书+2,5,6,shipin_611,9400,15080,,611603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hppro"":158,""gedangpro"":202",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844579}","""6111"",""6112"",""6113"",""6114"",""6115"",""6116""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6111"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
611603,自然生命之书+3,5,6,shipin_611,9600,15090,,611604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hppro"":158,""gedangpro"":202",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844579}","""6111"",""6112"",""6113"",""6114"",""6115"",""6116""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6111"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
611604,自然生命之书+4,5,6,shipin_611,9800,15100,,611605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hppro"":158,""gedangpro"":202",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844579}","""6111"",""6112"",""6113"",""6114"",""6115"",""6116""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6111"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
611605,自然生命之书+5,5,6,shipin_611,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""hppro"":158,""gedangpro"":202",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844579}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6111"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6121,奥术秘法圣物,5,1,shipin_612,4000,25010,6122,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""skilldpspro"":251,""speed"":12","""612114""",+25点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244801}",,0,,,
6122,奥术秘法圣物,5,2,shipin_612,5000,25020,6123,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""skilldpspro"":301,""speed"":14","""612214""",+30点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363268}",,0,,,
6123,奥术秘法圣物,5,3,shipin_612,6000,25030,6124,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""skilldpspro"":352,""speed"":17","""612314""",+35点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482247}",,0,,,
6124,奥术秘法圣物,5,4,shipin_612,7000,25040,6125,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""skilldpspro"":402,""speed"":22","""612414""",+40点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604404}",,0,,,
6125,奥术秘法圣物,5,5,shipin_612,8000,25050,6126,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""skilldpspro"":453,""speed"":25","""612514""",+45点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723624}",,0,,,
6126,奥术秘法圣物,5,6,shipin_612,9000,25060,,612601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""612614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843215}","""6121"",""6122"",""6123"",""6124"",""6125"",""6126""",1,,,
612601,奥术秘法圣物+1,5,6,shipin_612,9200,25070,,612602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""612614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843215}","""6121"",""6122"",""6123"",""6124"",""6125"",""6126""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6121"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
612602,奥术秘法圣物+2,5,6,shipin_612,9400,25080,,612603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""612614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843215}","""6121"",""6122"",""6123"",""6124"",""6125"",""6126""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6121"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
612603,奥术秘法圣物+3,5,6,shipin_612,9600,25090,,612604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""612614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843215}","""6121"",""6122"",""6123"",""6124"",""6125"",""6126""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6121"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
612604,奥术秘法圣物+4,5,6,shipin_612,9800,25100,,612605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""612614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843215}","""6121"",""6122"",""6123"",""6124"",""6125"",""6126""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6121"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
612605,奥术秘法圣物+5,5,6,shipin_612,10000,25110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""skilldpspro"":505,""speed"":30","""612614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843215}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6121"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6131,水晶巨人之心,5,1,shipin_613,4000,35010,6132,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atkpro"":113,""baojipro"":78,""baoshangpro"":266",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243796}",,0,,,
6132,水晶巨人之心,5,2,shipin_613,5000,35020,6133,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atkpro"":133,""baojipro"":94,""baoshangpro"":311",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363118}",,0,,,
6133,水晶巨人之心,5,3,shipin_613,6000,35030,6134,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atkpro"":152,""baojipro"":107,""baoshangpro"":366",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484362}",,0,,,
6134,水晶巨人之心,5,4,shipin_613,7000,35040,6135,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atkpro"":172,""baojipro"":121,""baoshangpro"":404",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604031}",,0,,,
6135,水晶巨人之心,5,5,shipin_613,8000,35050,6136,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atkpro"":191,""baojipro"":139,""baoshangpro"":455",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722550}",,0,,,
6136,水晶巨人之心,5,6,shipin_613,9000,35060,,613601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":212,""baojipro"":152,""baoshangpro"":510",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843706}","""6131"",""6132"",""6133"",""6134"",""6135"",""6136""",1,,,
613601,水晶巨人之心+1,5,6,shipin_613,9200,35070,,613602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":212,""baojipro"":152,""baoshangpro"":510",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843706}","""6131"",""6132"",""6133"",""6134"",""6135"",""6136""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6131"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
613602,水晶巨人之心+2,5,6,shipin_613,9400,35080,,613603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":212,""baojipro"":152,""baoshangpro"":510",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843706}","""6131"",""6132"",""6133"",""6134"",""6135"",""6136""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6131"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
613603,水晶巨人之心+3,5,6,shipin_613,9600,35090,,613604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":212,""baojipro"":152,""baoshangpro"":510",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843706}","""6131"",""6132"",""6133"",""6134"",""6135"",""6136""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6131"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
613604,水晶巨人之心+4,5,6,shipin_613,9800,35100,,613605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":212,""baojipro"":152,""baoshangpro"":510",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843706}","""6131"",""6132"",""6133"",""6134"",""6135"",""6136""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6131"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
613605,水晶巨人之心+5,5,6,shipin_613,10000,35110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":212,""baojipro"":152,""baoshangpro"":510",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843706}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6131"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6141,灵巧怀表,5,1,shipin_614,4000,15010,6142,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""speed"":46,""hppro"":104",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242572}",,0,,,
6142,灵巧怀表,5,2,shipin_614,5000,15020,6143,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""speed"":50,""hppro"":115",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364113}",,0,,,
6143,灵巧怀表,5,3,shipin_614,6000,15030,6144,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""speed"":53,""hppro"":126",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482926}",,0,,,
6144,灵巧怀表,5,4,shipin_614,7000,15040,6145,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""speed"":58,""hppro"":137",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604445}",,0,,,
6145,灵巧怀表,5,5,shipin_614,8000,15050,6146,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""speed"":62,""hppro"":148",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722674}",,0,,,
6146,灵巧怀表,5,6,shipin_614,9000,15060,,614601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""speed"":68,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842962}","""6141"",""6142"",""6143"",""6144"",""6145"",""6146""",1,,,
614601,灵巧怀表+1,5,6,shipin_614,9200,15070,,614602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""speed"":68,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842962}","""6141"",""6142"",""6143"",""6144"",""6145"",""6146""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6141"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
614602,灵巧怀表+2,5,6,shipin_614,9400,15080,,614603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""speed"":68,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842962}","""6141"",""6142"",""6143"",""6144"",""6145"",""6146""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6141"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
614603,灵巧怀表+3,5,6,shipin_614,9600,15090,,614604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""speed"":68,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842962}","""6141"",""6142"",""6143"",""6144"",""6145"",""6146""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6141"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
614604,灵巧怀表+4,5,6,shipin_614,9800,15100,,614605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""speed"":68,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842962}","""6141"",""6142"",""6143"",""6144"",""6145"",""6146""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6141"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
614605,灵巧怀表+5,5,6,shipin_614,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""speed"":68,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842962}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6141"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6151,恶魔伴手礼,5,1,shipin_615,4000,15010,6152,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atk"":1322","""615114""",+42.7%对游侠的伤害加成,1,"""atkpro"":93","{""a"":""attr"",""t"":""jinbi"",""n"":243564}",,0,,,
6152,恶魔伴手礼,5,2,shipin_615,5000,15020,6153,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atk"":1588","""615214""",+53.3%对游侠的伤害加成,1,"""atkpro"":107","{""a"":""attr"",""t"":""jinbi"",""n"":363157}",,0,,,
6153,恶魔伴手礼,5,3,shipin_615,6000,15030,6154,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atk"":1868","""615314""",+63.9%对游侠的伤害加成,1,"""atkpro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":483328}",,0,,,
6154,恶魔伴手礼,5,4,shipin_615,7000,15040,6155,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atk"":2124","""615414""",+74.3%对游侠的伤害加成,1,"""atkpro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":602244}",,0,,,
6155,恶魔伴手礼,5,5,shipin_615,8000,15050,6156,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atk"":2446","""615514""",+84.7%对游侠的伤害加成,1,"""atkpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":722172}",,0,,,
6156,恶魔伴手礼,5,6,shipin_615,9000,15060,,615601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""615614""",+95.1%对游侠的伤害加成,1,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842301}","""6151"",""6152"",""6153"",""6154"",""6155"",""6156"",""6361"",""6362"",""6363"",""6364"",""6365"",""6366""",1,,,
615601,恶魔伴手礼+1,5,6,shipin_615,9200,15070,,615602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""615614""",+95.1%对游侠的伤害加成,1,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842301}","""6151"",""6152"",""6153"",""6154"",""6155"",""6156"",""6361"",""6362"",""6363"",""6364"",""6365"",""6366""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6151"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
615602,恶魔伴手礼+2,5,6,shipin_615,9400,15080,,615603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""615614""",+95.1%对游侠的伤害加成,1,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842301}","""6151"",""6152"",""6153"",""6154"",""6155"",""6156"",""6361"",""6362"",""6363"",""6364"",""6365"",""6366""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6151"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
615603,恶魔伴手礼+3,5,6,shipin_615,9600,15090,,615604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""615614""",+95.1%对游侠的伤害加成,1,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842301}","""6151"",""6152"",""6153"",""6154"",""6155"",""6156"",""6361"",""6362"",""6363"",""6364"",""6365"",""6366""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6151"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
615604,恶魔伴手礼+4,5,6,shipin_615,9800,15100,,615605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""615614""",+95.1%对游侠的伤害加成,1,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842301}","""6151"",""6152"",""6153"",""6154"",""6155"",""6156"",""6361"",""6362"",""6363"",""6364"",""6365"",""6366""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6151"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
615605,恶魔伴手礼+5,5,6,shipin_615,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""615614""",+95.1%对游侠的伤害加成,1,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842301}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6151"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6161,阿莱克斯秘术,5,1,shipin_616,4000,15010,6162,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atk"":1322","""616114""",+42.7%对刺客的伤害加成,1,"""hppro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":243791}",,0,,,
6162,阿莱克斯秘术,5,2,shipin_616,5000,15020,6163,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atk"":1588","""616214""",+53.3%对刺客的伤害加成,1,"""hppro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":364860}",,0,,,
6163,阿莱克斯秘术,5,3,shipin_616,6000,15030,6164,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atk"":1868","""616314""",+63.9%对刺客的伤害加成,1,"""hppro"":145","{""a"":""attr"",""t"":""jinbi"",""n"":484277}",,0,,,
6164,阿莱克斯秘术,5,4,shipin_616,7000,15040,6165,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atk"":2124","""616414""",+74.3%对刺客的伤害加成,1,"""hppro"":158","{""a"":""attr"",""t"":""jinbi"",""n"":604235}",,0,,,
6165,阿莱克斯秘术,5,5,shipin_616,8000,15050,6166,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atk"":2446","""616514""",+84.7%对刺客的伤害加成,1,"""hppro"":170","{""a"":""attr"",""t"":""jinbi"",""n"":723359}",,0,,,
6166,阿莱克斯秘术,5,6,shipin_616,9000,15060,,616601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""616614""",+95.1%对刺客的伤害加成,1,"""hppro"":182","{""a"":""attr"",""t"":""jinbi"",""n"":843542}","""6161"",""6162"",""6163"",""6164"",""6165"",""6166"",""6371"",""6372"",""6373"",""6374"",""6375"",""6376""",1,,,
